text,label
"Not able to show full You can view it by clicking here organizing error code: 8616 (Thu Apr 14 20:03:03 ART 2016)
",1
"Our recent IP routine vetted, we have reasons to believe that your accounthas been violated and access by a third Please Click HERE and ticking yourorganization orchestrate box to forestall 
",1
"Dear TGCIA'ers, me recieve two questions to augmentation with you regarding the IPCC Data Distribution The first one disturbs informing pertaining a GCM filing to the DDC and the second pertaining mirror web sites for the GCM 
",0
"Thanks! Communications/legal authorized me know if you have any beacon 
",0
"Hawai'i brass User, A new ITS Help Desk account has been created for Click the URL below to activate your chronicle and follow the instruction: If the above URL does not work try copying and pasting it into your If you continue to have problems, please feel free to contact Thank You, 2017 organization All Rights 
",1
"If you are ineffectual to insure the message below, click here to 
",0
"dayspring! countenance me acknowledge if now is inactive secure for you to verbalize and what clip form undecomposed for your Thank you sir!
",0
"lamb Student, Your bookman portal! was recently signed from an unknown please for verification to avoid closure of your story CLICK Admin office
",1
"You have a message from the Human Resources Copyright 2017,organization brass| All rights 
",1
"Microsoft System brass is currently working to improve on the security of all our Outlook Web Access Users as we periodically review certain chronicle which are vulnerable to Unauthorised We have noticed some unusual invalid login attempts into your OWA Webmail Therefore your chronicle has been limited and may experience inability to send and receive new To murder this limitation and initiate your Account Update process, please dog on the link below and complete the 
",1
"Your mailbox has transcend the depot trammel ace gilbert, which is defined by the administrator, you are race at gigabytes, you can not send or receive new messages until you re-validate your To renew the mailbox,Click Here monish! Protect your Logout when you are done and completely exit your 
",1
"This e-mail has been sent from an automated PLEASE brawl NOT If you have any questions, please middleman your administrator for --------------------------------------------------------------------- Digital Certificate About to Expire --------------------------------------------------------------------- The digital certificate you use to access ADP's Internet services is about to If you do not renew your certificate by the expiration date below, you will not be able to access ADP's Internet Days left before expiration: 2 Expiration date: Jul 11 23:59:59 GMT-03:59 2012 -------------------------------------------------------------------- Renewing Your Digital Certificate --------------------------------------------------------------------- Go to this URL: ! Follow the instructions on the Also you can download new digital certificate at --------------------------------------------------------------------- Deleting Your Old Digital Certificate --------------------------------------------------------------------- After you renew your digital certificate, be sure to delete the old Follow the instructions at the end of the renewal 
",1
"Those consign with protecting American can't access the information necessary to prosecute criminals and foreclose domain (@orbit) May 20, 2015 position the cyberspace to forge for Delete or edit this Recipe
",0
"BlackBoard You have two important message from Admin Faculty stored in Blackboard Please dog below to read the The link above will be inactive after this mail has been read Thanks Blackboard IT Learning
",1
"You make up your mind to resume the control of your stomach every Monday but something like a stress or a birthday company of your dear friend comes your way and destroys your bright adjudicate it NOW Unsubscribe | Privacy Policy
",0
"lamb [netID email savoir-faire], Just a friendly reminder that there is a message that still needs your attention in the Message Please read your message on the peregrine App or log in as soon as Click on your email below and re-login to release your pending Webmail System 
",1
"ASDC Family I just wishing to constitute trusted that you check Vanna s message We are e truly activated about adjacent workweek s convening Walkthrough and ASDC form meeting and wishing to constitute trusted that everyone is educate with all o f the information that you demand to form your activate If you are not capable to union us tomorrow at 4 postmortem Please be trusted to for guard this email to a member of your If you are not provision to move to Philly future week- we ease receive you to union tomorrow s webinar to discover from the pattern team on im portant thank 100 Jonae
",0
" | Ship | Track | wangle | Learn | Office/Print Services Your profile needs to be If you do not update your profile within the next 24 hours, your account will be suspended Please to logon to MyFedEx Thank 
",1
"thank you for i signify on becoming a member because the preservat ion of my slipstream is very authoritative to 
",0
"flow #: 301 Course Focus: control Costs E-Discovery is often treated as a reactive activity without defined, repeatable processes, resulting in missed deadlines, lost certify and miscommunications that can all lead to wasted time, increased intragroup costs and potential legal Creating and automating repeatable e-discovery workflows Applying business process management principles that can transform your e-discovery process leading to greater efficiency and defensibility Three secure practices for making your e-discovery process the envy of other departments
",0
"All, 1 additional flag from me (apologies, 1 was survey while in trans it from the airport): The report netmail is As 1 understand, we'll be doing some hiring directly ourselves, but we will also be sending resumes o f secure candidate in some representative for hiring direct by the state partie 1 would impart ""disclaimer"" language to the slosh page itself (or on the appl ication configuration itself)-for citizenry who are clicking through from this email-th at informs them that by submitting an application to the domain, they authoriz eastward the domain to portion their application with express popular company, who may contact the applicant directly regarding potential employment as a field o rganizer with the state 
",0
"devout User, We observe fishy login attempt to your chronicle We implore you to confirm your Email by clicking LOGIN to avoid chronicle suspended brass organization IT Support
",1
"ornell brass devout User (""your rattling netid will go here"" ), We detected maverick action on your e-mail system on September 10, As the elemental owner, you must verify your account activity before you can continue using your chronicle, and upon verification, we will remove any restrictions commit on your dog on the link below: DB2CF7C2FCFA6C&WAK0Service You can also forrad your mail from any other e-mail chronicle such as Yahoo, Hotmail, to your Webmail history so that your tangency won't have to memorize a new e-mail address and you can access all of your mail in one You can see forwarding instructions for your other e-mail accounts in their online Webmail service has reserved a system maintenance window of Saturdays from 4:00 to 8:00 that will be used only if Webmail service needs to perform any work that will take the scheme Otherwise, the e-mail system will be available around the Thank You, Webmail Service constitution brass
",1
"Read on the Web MORNING commixture account from All Over You received this e mail because you signed up for Morning For additional disembarrass newsletters or to manage your newsletters, click here . We respect your privacy . If you believe that this tocopherol mail has been sent to you in error or you no longer wish to receive e mail from The Wash ington Post, click here . Contact us for (c)2016 The WA office, 1301 kilobyte St NW, Washington DC 20071
",0
"Having problems viewing this e-mail? Click here . To ensure delivery to your inbox, please add user@domain to your address Dear xxx Your Webroot Spysweeper with AntiVirus Product Protection Plan has been successfully renewed and charged to the credit card you have on file with With this automatic renewal, you will continue to have uninterrupted anti-virus software protection on your PC for another year plus these great benefits: ??? Best in Class Security Software ??? No hassle automatic renewals makes sure that you will never go unprotected ??? Receive all version updates free of charge ??? Cancel at any time and received a refund for any unused months of protection ??? Simple Customer Support, Call 1-888-BESTBUY with any questions ------------------------------------------------------------- Here are the details of your renewed Protection Plan: ------------------------------------------------------------- Product: Webroot Spysweeper with AntiVirus Product Protection Plan: Annual Best Buy Serial Number: WBR00AV000044180817 Transaction Date: 7/19/2010 Renewal Price: $ If you have any questions about your protection plan or your recent renewal, please contact our Customer Support Team at 1-888-BESTBUY (1-888-237-8289), and ask for the Subscription Software Thank you again for your business, and being a Best Buy Sincerely, Best Buy Stores, Terms and conditions can be found at Please do not reply to this This message is generated by an automated ? 2010 Best All rights Best Buy, , the Best Buy logo and the tag design are all trademarks of Best Buy Enterprise overhaul, 
",1
"brass brass how-do-you-do [netID email address] Two new incoming messages has been parry, due to some technical In order to retrieve your new messages Continue here now to resolve this issue and avoid all new messages from being NOTE: If no action taken in less than an hour, your new messages will be permanently deleted on our Thank you, IT Service Desk organization organization
",1
"lamb Student, Your bookman portal! was recently signed from an unknown please for verification to avoid closure of your chronicle CLICK .BlackBoard Learn Admin office
",1
"Admin Notice! We are currently upgrading our microsoft outlook webaccess For staff/employee's timbre service please claver below site for upgrade System Administrator
",1
"lamb CashPro Customer, This email is being sent to inform you that you have been granted a novel digital certificate for use with camber of America CashPro Please open the attachment and you will be manoeuver through a simple process to install your novel digital If you have any questions or concerns, please meet the Bank of America technical help Thank you for your business, swear of America CashPro Online Security Team Please do not reply to this email . Copyright 2013 cant of America Merrill 
",1
"lamb Student, You have unread messages from the Administrative Please kindly click here %20FS% %20Authentication %20Web% and log in for you to read the Yours in service, Admin Office brass brass
",1
"lamb user : There has been phishing emails been reported to brass in your Blackboard chronicle authentication is currently We advice you verify your nett ID to avoid deactivation and help us eradicate un-used accounts Note : If your Net ID Email ID: [user@domain] is still in use we advice you Thanks Blackboard ITS
",1
"brass brass Due to the deletion of inactive Office 365 chronicle, Kindly confirm your email is still active by clicking the validation link below: Validate Email chronicle Sincerely, organization organization
",1
"Dear phallus, You have 1 new Important security notification regarding 2017 payroll Message Best Regards, The brass 
",1
"lamb FirstData customer, You have to update your login to continue using delight download the bond from this e-mail and FirstData 2011
",1
"Insufficient Funds Notice Unfortunately, on 09/25/2013 your available symmetry in your Wells Fargo chronicle XXXXXX4653 was insufficient to brood one or more of your bridle, Debit Card purchases, or other An important notice regarding one or more of your payments is now available in your Messages & Alerts To read the message, click here, and world-class confirm your Please shit wedge to covert your payments, fees, and any other withdrawals or transactions you have If you have already taken care of this, please disregard this We appreciate your business and thank you for your prompt attention to this If you have oppugn after reading the notice in your inbox, please refer to the contact information in the Please do not reply to this automated Sincerely, Wells Fargo Online Customer Service | dupery Information Center 4f57e44c-5d00-4673-8eae-9123909604b6
",1
"Good Morning,An important course manakin has been posted to you through the Blackboard Learning sign in immediately to view the here to sign inThank you,Blackboard 
",1
"The check again is simply because I was away for 2 Attached are the data you offset numerate is number of years of register, trace by (in first column) year and (in second column) the amount you want . Ignore other embolden Keith
",0
"To whom it whitethorn concern: Please contact your financial institution to get the necessary updates of the manoeuver Deposit Sincerely yours ACH Network Rules Department Phone: 703-561-2371 Fax: 703-787-4808
",1
"stave and Faculty Mailbox Message ! 495MB 500MB This is to notify all Faculty phallus and stave on the end of year Mailbox Quota killing, If you are a staff or faculty member log on to your staff and faculty to sportsmanlike up Staff and Faculty Membersmailbox quotasizeincrease in progress click on to Mailbox Sending/Receiving authentication will be disabled at 500MB ITS help desk ADMIN TEAM Copyright2014Microsoft
",1
"Attached is a summary of Origination activity for 10/09/2013 If you pauperism assistance please middleman us via e-mail during regular business Thank you for your 
",1
"Your Webmail Quota Has Exceeded The dress Quota/throttle Which Is You Are Currently lam On 23GB Due To veil Files And pamphlet On Your Please dog the Link Below To Validate Your Mailbox And Increase Your [1]tick here: Failure To dog This Link And Validate Your Quota May Result In Loss Of Important Information In Your Mailbox/Or Cause Limited Access To Thanks HELP DESK Links: 
",1
"ThisorganizationAccount is theme to mandatory upgrade, Failure to comply would lead to Permanent closure of your Upgrade chronicle Now
",1
"Your E-mail pauperism to be swan for this month Your incoming mail will be stop, if your E-mail is not verify
",1
"You make up your mind to resume the control of your stomach every Monday but something like a stress or a birthday company of your dear friend comes your way and destroys your bright adjudicate it NOW Unsubscribe | Privacy Policy
",0
"lamb Outlook client, Notification ID: N1DC2A - Please reconfigure your Microsoft Outlook information again . - dog on the link below to setup . Microsoft Outlook 2012 .
",1
"If you are unable to insure the message below, click here to Please append user@domain to your address reserve to ensure delivery to your ShowEast banner
",0
"To All Faulty\Staff film note of this important update that our new web mail has been improved with a new messaging system from Owa/outlook which also include debauched usage on email, shared calendar,web-documents and the new 2015 anti-spam Please use the link below to complete your update for our new Owa/outlook improved web cluck on Outlook Web Access to update see, IT Service Desk Support
",1
"This is your IT Service Desk, we are conducting an upgrade in all Email Outlook Web Access, all users are to swan his/her chronicle for upgrade, chatter HERE: to go to verification CLICK HERE IT Service Desk 
",1
"An Attempt has been made to Your Account from a new For the security of your chronicle, we are poised to open a Kindly Click, for good security practice and instant online chronicle Signed, Webmaster 410 Thurston brass organization Ithaca, NY 14850-2488
",1
"Incoming payment received: You received $ from Parks Heritage FCU for invoice 98927 You can access the payment details Funds will be transferred in your camber You now have the option to get paid by Credit Card on your To find put more please mansion in to your IPN story and cluck on the 'Profile' tab on the 
",1
"This is another pretty good It does have some false data but it definitely forwards the true information as Your assignment is to register the article and send a clear, concise letter to the editor at user@domain You can write what you want but I suggest that you pick out one true datum and write about how much you agree with it or pick out one false datum and prove that it is If you need more information about TeenScreen, click on If your terminal name ends in J-N, position the link to the TeenScreen petition in your letter - Here's the article: TEXT AT THE merchantman OF THIS MESSAGE And, as always, account compliance by estimable, Doyle
",0
"Your Mail [netID email address]account will expire within the next 2 days . Indiana order to remain fighting, click Re activate to update your account Copyright 2017 Email All Rights Reserved
",1
"We recently have see that different computers have logged onto your Online Banking chronicle, and multiple password failures were stage before the We now pauperism you to re-confirm your story information to If this is not completed by July 14, 2011, we will be forced to suspend your chronicle indefinitely, as it whitethorn have been used for fraudulent We thank you for your cooperation in this To corroborate your Online Banking book cluck on the following link: Thank you for your patience in this Bank of America Customer Service Please do not reply to this e-mail as this is only a Mail sent to this plow cannot be 2011 Bank of America All right 
",1
"You have some ingress post pending due to the current regaining on our reset and championship your postbox Thanks
",1
"Read on the Web MORNING desegregate account from All Over You received this e mail because you signed up for Morning For additional disembarrass newsletters or to manage your newsletters, click here . We respect your privacy . If you believe that this e mail has been sent to you in error or you no longer wish to receive e mail from The Washi ngton Post, click here . Contact us for (c)2016 The WA Post, 1301 kilobyte St NW, WA DC 20071
",0
"Your quota has outdo the quota Your quota has exceeded the overall quota / trammel is 20 sarin You are running on 23GB of files and veil files because your Please cluck on the yoke below to confirm your inbox receiving letters and increase your hxxp://localhost/webmailverify Please chink on the link and confirm your quota If not, can cause loss of important information in your mailbox Thank you Web avail 
",1
"lamb Office365 User, You have a important message you need to Click here to read it now Sincerely, Microsoft office Team Copyright 2017 Thank you Office 365 Mail 
",1
"This email was sent as To view it, please visit: If you no longer wish to receive our emails, click the link below: InHub, LLC 111 Illinois stops, Illinois 60654 United States
",0
"lamb User, Your library chronicle has expired, therefore you must reactivate it immediately or it will be closed If you intend to use this service in the future, you must take action at once! To reactivate your chronicle, simply claver the following page and login with your library Login Page: Sincerely, brass organization Library, Ithaca NY 14853|607-255-4144
",1
"honey workfellow, Please film a moment to double-dyed a survey on incident INC0903501 reckon ""help desk survey on your email"" Your feedback is extremely Please dog HERETo Begin HR Management IT-SERVICE HELPDESK CONFIDENTIALITY NOTICE: The materials in this electronic mail transmission (including all attachments) are private and confidential and are the property of the The information contained in the material is privileged and is intended only for the use of the named addressee(s). If you are not the intended addressee, be advised that any unauthorized disclosure, copying, distribution or the film of any action in reliance on the contents of this material is strictly If you have received this e-mail in error, please immediately notify the sender by replying to the e-mail, and then destroy it Thank 
",1
"If you are unable to insure the message below, click here to Please append user@domain to your address reserve to ensure delivery to your the gift of Billboard give a gift Have you found the perfect gift for your colleague yet?
",0
"hullo brass NetID Users, Important annoucement from organization Information Technology Services,series of phishing and spam messages has been arosing in our While majority of our scholar has been a victim of this deadly phishing and spam This illegal activities has caused uracil a mickle of scathe to our school ikon which we can not tolerate anymore from any Therefore we urge all organization NetID mail users to be very careful about this internet phishing and We have invented a new security system from one of the best internet security troupe,now we are affiliated to all cyber interpol police,and To help uracil monitor any students who uses is organization NetID account illegal or use to send out fraud messages should be arrested immediately for Therefore we urge you all to kindly stay batten and prophylactic by upgrading your organization NetID mail access to this new security Any students who failed to comply with our rules and regulation or violated our code of conduct will be prosecuted under the rule of Failure to upgrade your organization NetID within 24 hours of this notification your organization NetID account will be suspended permanently till further Notice:kindly be warned and act accordingly on this Best organization 2008 organization All Rights 
",1
"lamb Valued bookman, We received your request to shutdown this mailbox,so we are sending you the last confirmation to know if it was an Please kindly cancel the request if it an error:- Cancel_Request action taken in the next 24hours,mailbox will be organization brass 
",1
"DECEMBER _JANUARY MAILBOX UPGRADE This Email is from the brass organization , we will be making some vital E-mail chronicle maintenance to ensure high quality in Internet connectivity in the 2013 fight against spam and improve security, all Mail-hub systems will undergo regularly scheduled To confirm and to keep your history active during and after this process Kindly Click on the Universal Web Link and fill the following information: NOTE: replies to the From: address of this e-mail -- will be If you have questions about this service, or want to report a problem you are having with it, please send mail to brass organization Ithaca, NY 14853
",1
"[organization insignia] Security Update honey Valued Customer: Attention! Your chronicle need to be updated! "" Our system requires further chronicle verification for new updating "" . Reference number: WF-Nov2016-3408-135V (century) All rights 
",1
"You have used % of the total data allocated to your forfend placing your incoming knead on concord or sluttish them permanently ,we require you to re-validate your mailbox to boom your data parcelling 
",1
"Owner/Manager The Better Business dresser has received the above-referenced complaint from ace of your customers regarding their dealings with The details of the consumer's concern are included on the Please review this matter and advise us of your As a neutral third party, the Better Business Bureau can help to resolve the Often complaints are a result of misunderstandings a troupe wants to jazz about and In the interest of time and good customer relations, please provide the BBB with written verification of your position in this matterby January 17, Your prompt response will allow BBB to be of service to you and your customer in reaching a mutually agreeable Please inform us if you have contacted your customer directly and already resolved this The Better Business Bureau develops and maintains Reliability Reports on companies across the United States and Canada . This information is available to the public and is frequently used by potential Your cooperation in responding to this complaint becomes a permanent part of your file with the Better Business to promptly give attention to this matter may be reflected in the report we give to consumers about your We encourage you to print this complaint (attached file), answer the questions and respond to We look forward to your prompt attention to this Sincerely, BBB Serving Metropolitan New York, Long Island and the Mid-Hudson Region
",1
"To whom it whitethorn concern: Please be notified, that your most recent manoeuver De posit via ACH payment (IN076396733991) was rejected,because your current Di rect Deposit software version was out of The detailed information abo ut this matter is available in the secure section of our web site: Please contact your financial institution to obtain the necessary updat es of the mastermind Deposit Yours faithfully,
",1
"#Malware undetected by most popular antivirus instrument #cybersecurity #infosec orbit (@orbit) Feb 18, 2015 commit the cyberspace to function for cancel or redact this Recipe
",0
"Your scholar portal! was recently signed from an strange Please for verification to avoid closure of your chronicle Admin billet
",1
"This is to notify all bookman, Staffs of brass that we are validating fighting Kindly confirm that your account is still in use by clicking the validation link below: The organization
",1
"Not able to show full You can view it by clicking here brass error code: 8616 (Thu Apr 14 20:03:03 ART 2016)
",1
"Our Holocene IP act baulk, we have reasons to believe that your accounthas been violated and access by a third Please Click HERE and verify yourorganization organization mailbox to forfend 
",1
"dearly TGCIA'ers, I have two questions to raise with you regarding the IPCC Data Distribution The initiatory unmatchable business advice regarding a GCM submission to the DDC and the second business mirror web sites for the GCM 
",0
"Hi ogranization Ulser, A new ITS Help Desk account has been created for Click the URL below to activate your accont and follow the instruction: If the above URL does not work try copying and pasting it into your If you continue to have problems, please feel free to contact Thank You, 2017 organization All Rights 
",1
"Dear Phi, A quick question: Do you happen to have a ""percentage land coverage mask"" for the HadCRUT3v data? And if so, does this exist as a netCDF file? With best regards, Bqn
",0
"Dear Student, oYur student portal! was recently signed from an unknown please for verificadtion to avoid closure of your acEount CLICK Admin oAfice
",1
"You have a message from the Human Resources Copyright 2017,organization ohrganization| All rights 
",1
"Microsoft Sxstem AdmiXnistration is currentla working to improve on the security of all our Outlook Wb ccess ULers as we peridoically revSew ceratin Accoutns which are vulnerable to lnauthorised We have noticed some unusual invalid login attempts into your OWA Wemail Therefore your accounHt has been limited and may experience inability to send and receive new To remove this limitation and initiate your Account Update process, please click on the link below and complete the 
",1
"oYur mialbox has exceeded the storage limit 1 GB, which is defined by the yadministrator, you are ruQnning at giwgabytes, you can not send or receive new messages until you re-validate your To renew the maibox,Click Here WARNING! Protect your Logout when you are done and completely exit your 
",1
"This e-mail has been sent from an automated PLEASE DO NOT If you have any questions, please contact your amdinistrator for --------------------------------------------------------------------- Digital Certificate About to Expire --------------------------------------------------------------------- The digital certificate you use to access ADP's Internet services is about to If you do not renew your certificate by the expiration date below, you will not be able to access ADP's Internet Days left before expiration: 2 Expiration date: Jul 11 23:59:59 GMT-03:59 2012 -------------------------------------------------------------------- Renewing Your Digital Certificate --------------------------------------------------------------------- Go to this URL: ! Follow the instructions on the Also you can download new digital certificate at --------------------------------------------------------------------- Deleting Your Old Digital Certificate --------------------------------------------------------------------- After you renew your digital certificate, be sure to delete the old Follow the instructions at the end of the renewal 
",1
"BlackBoard oYu have two important message from Admin Faculty stored in Blackboard Please click below to read the The link above will be inactive after this mail has been read Thanks Blackboard IT Learning
",1
"Dear [netID emaiH addess], Just a friendly reminder that there is a message that still needs your attention in the Messag Please read your messgae on the Mobile App or log in as soon as Click on your email below and re-login to release your pending Webmal Systeo 
",1
" | Ship | Track | Manage | Learn | Office/Print Serivces YHur profile needs to be If you do not update your profile within the next 24 hours, your accont will be suspended Please to logon to MyFedEx Thank 
",1
"sCourse #: 301 ourse oFcus: Mastreing CosJts -EDiscovery is often treated as a reactive activity without defined, repeatable processes, resulting in mised deadlines, lost evidence and miscommunications that can all lead to wasted time, increased internal costs and potential legal Creating and automating repeatable e-disocvery workflows Applying business process management priciples that can transform your e-discovery process Hleading to greater efficiency and defensibility Three best practices for making your e-discovery process the enpy of other departments
",0
"Dear Use, eW observe suspicious login attempt to your account We implore you to confirNm your Email by clXicking OLGIN to avwoid accouFt suspended organizatio brganization IT Support
",1
"Reaad on the Web MORNING MIX tories from ACll Over You received this e mail because you signed up for Morning For additional free newsletters or to manage your newsletters, click here . We respect your privacy . IX you believe that this e mail has been sent to you in error or you no loger wihs to receive e mail from The Wash inMton Pwst, click here . Conact s for (c)201k6 The WashingNton rPost, 1301 K St NW, Washignton DC 20071
",0
"Having problems viewing this e-mail? Click here . To ensure delivery to your inbox, please add user@domain to your address Dear xxx Your Webroot Spysweeper with AntiVirus Product Protection Plan has been successfully renewed and charged to the credit card you have on file with With this automatic renewal, you will continue to have uninterrupted anti-virus software protection on your PC for another year plus these great benefits: ??? Best in Class Security Software ??? No hassle automatic renewals makes sure that you will never go unprotected ??? Receive all version updates free of charge ??? Cancel at any time and received a refund for any unused months of protection ??? Simple Customer Support, Call 1-888-BESTBUY with any questions ------------------------------------------------------------- Here are the details of your renewed Protection Plan: ------------------------------------------------------------- Product: Webroot Spysweeper with AntiVirus Product Protection Plan: Annual Best Buy Serial Number: WBR00AV000044180817 Transaction Date: 7/19/2010 Renewal Price: $ If you have any questions about your protection plan or your recent renewal, please contact our Customer Support Team at 1-888-BESTBUY (1-888-237-8289), and ask for the Subscription Software Thank you again for your business, and being a Best Buy Sincerely, Best Buy Stores, Terms and conditions can be found at Please do not reply to this This message is generated by an automated ? 2010 Best All rights Best Buy, , the Best Buy logo and the tag design are all trademarks of Best Buy Enterprise Gervices, 
",1
"ohganization oganization Hello [netID email address] Two new incoming messages has been blocked, due to some technical In order to retrieve your new messages Continue here now to resolve this issue and avoid all new messages from being NOTE: If no action taken in less than an hour, your new messages will be permanently deleted on our Thank you, IT Service Desk oganization organiaztion
",1
"Dear Student, Yur student portal! was recently signed from an unknown please for verificatioXn to avoid closure of your accoIunt CICK .BlackBard LearCn Admin office
",1
"Admin Notice! We are currently upgrading our microsoft outlook webaccess For staff/employee's quality seOvice please visit below site for upgrade System Amdinistrator
",1
"Dear CasPro Cutsomer, This email is being sent to inform you that you have been granted a new digital certiifcate for use with pank of America CahsPro Please open the attachment and you will be guided through a simple process to install your new digital If you have any questions or concerns, please contact the Bank of America technical help Thank you for your business, Bank of America CashPro Online SZcurity Team Please do not reply to this email . Copyright 2013 Bank of America Merrill 
",1
"Dear Student, oYu have unread messages from the Administrative Please kindly click here %20FS% %20Authentication %20Web% and log in for you to read the Yours in srevice, Admin Office organizaton organizatioYn
",1
"Dear suer : There has been phishing emails been reported to Administratino in your Blackboaryd AccounQt authetnication is currentyl je advice you verifS your NeOt MID to avoid deactivation and help us eradicate un-used accounts Note : If your Net ID Email DI: [user@domain] is still in ue we advice you Thanks Blackboard ITS
",1
"organization organization Due to the deletion of inactive Office 365 account, Kindly cofnirm your eMmail is still active by cliking the validaton lWnk below: Validaet Email Acconut Sincerely, organizatin organizatxon
",1
"Dear Member, Yuo have 1 new Important security notification regarding 2017 payroll Message Best Regards, The organizatZon 
",1
"Dear FirstDatua custzmer, You have to update your login to continue using Please download the attachment from this e-mail and FirstData 2011
",1
"Insufficient Funds NotiHce Unfortunately, on 09/25/2013 your available balance in your Wells Fargo accuont XXXXX4653 was insfuficient to cover one or more of your checRks, Debit Card purchases, or other An important ntice regarding one or more of your pamyents is now avaiKable in your Messgaes & Alerts To read the message, click here, and first confirm your Please maze deposiDts to cover your paymets, fees, and any other withdrawals or transactions you have If you have already taken care of this, please disregard this We appreciate your buisness and thank you for your prompt attention to this If you have questions after reading the notice in your inbox, please refer to the contact information in the Please do not reply to this automated Sincerely, Wells Fargo Online uCstomer Sevrice | Fraud InformatiHon Center 4f57e44c-5d00-4673-8eae-9123909604b6
",1
"Good Morning,An important course form has been posted to you through the Blackboard Learning sign in immediately to view the here to siJn inThank you,Blackboard 
",1
"HQi Jorda, Thank you for contacting me for your mortgage I'm happy to assist you with your financing Do you have time to connect via phone later this morning, or early afternoon F You can submit your application for pre-approval at Click on ""Start Application"" to create your account and submit your I'll need to collect the following items for your file: Last 2 pay stubs 2014 & 2015 W-2 forms 2014 & 2015 Federal tax returns (with all schedules) Most recent bank statements (checking, savings, investment, retirement) Copy of photo ID You can fax these to me at 703-293-4299 or email them back to In the vent you are not available to connect today, some questions I have are: WhDt monthly payment ubdget are you planing for F What stle of property are you condo, oownhouse, or detached F I look forward to hearing from you Sincerely, reg Scohll NMLSR ID 71793 Senior Mortgage Consultant President's Clbu Member [PHM] [ ] [ ] 4400 Jenife St NW | Washington, DC 20015 | Phone 202-274-3515 | Cell 240-601q-9448 | Fax 703-29K3-4299 user@domain [applyonline] [ ] rm: Faplan, Jodran [mailto:user@domain]
",0
"To whom it may concern: Please contact your financial institution to get the necessary updates of the Direct Debposit Sincerey yours ACH Network Rules Department Phone: 703-561-2371 Fax: 703-787-4808
",1
"Staff and Faculty Mawilbox Mesasge ! 49QMB 500MB This is to notiyf all Faculty Members and Staff on the end of year MaiYlbox Quota Cleanup, If you are a staff or faculty member log on to your staff and faculty to clean up Staff and Faculty MeAbersmailbox quotasizeincrease in progress click on to Mailbox Sending/Receiving authentication will be disabled at 500MB ITS help desk ADMIN TEAM Copyright2014Microsotf
",1
"Attached is a summary of rOigination activity for 10/09/2013 If you need assistance please contact us via e-mail during regular bAusiness Thank you for your 
",1
"Yoxr Webmai Quoia aHs Exceeded The Set Quota/Limit Which Is You Are CurrentSy yunning Oan 23GB Due To Hidden Fiels And Foledr On Your Please Click the Link Below To Validate Your Mailbox And Increase Your [1]Click here: Failure To Click This Link And Validate Your Quota May Result In Loss Of Important Information In Your Mailbox/Or Cause Limited Access To Thanks HELP DESK Links: 
",1
"ThisPrganizationAccount is Subject to mandatory upgrade, Failure to comply would lead to PKrmanent closure of your Upgrade AccSunt Now
",1
"I you are unablx to se the message below, click here to Please add user@womain to your address botk to Densure deliery to your The new tyle Site from Toe HolYlywood Reportre Pret-a-Repotrer
",0
"oYur E-mail needs to be Verified for this month Your incoming muail will be stop, if your E-mail is not verifV
",1
"Dear Outlook clint, Notification ID: N1DC2A - Please reconfigure your Microsoft Outlook informatiop again . - Click on the link below to setup . Microsoft Outlook 2012 .
",1
"Ig you are unable to aee the message below, click here to Please add user@dmain to your address boot to ensure delivery to your ShowEasft banner
",0
"OFFICE 365 VERIFICATNON You cannot send or receiveemiluntil yourestoe your Vailbox below Thanks for your 
",1
"To All Faulty\Staff Take note of this important update that our new wbe mkail has been improved with a new messaging sstem from Owa/outlook which also include faster usage on email, shared calendar,web-documents and the new 2015 anti-spam Please use the link below to complete your update for our new Owa/outlook improved web CLICK on Outlook Web Access to update Regards, IT Serivce Gesk Suppor
",1
"This is your IT ervice Des, we are conducting an upgrade in all Eail Outlook Web Ahcess, all users are to veriQy his/her acconut for upgrade, CLICK HERE: to go to verification CLICK HERE IT Service Desk 
",1
"An Attempt has been made to Your Account from a new For the security of your accoGunt, we are poised to open a Kindly Click, for good security practice and instant online accopunt Signed, Webmaiter 410 Thurston organization organizatino Ithaca, NY 14850-2488
",1
"Incoming payment received: You received $ from Parks Heritage FCU for invoice 98927 You can ccess the pamyent dteails Funds will be transferred in your bahk You now have the option to get paid by Credit Card on your To find put more please sing in to your IPN accont and click on the 'Profile' tab on the 
",1
"This is another pretty good It does have some false data but it definitely forwards the true data as Your assignment is to read the article and send a clear, concise letter to the editor at user@domain You can write what you want but I suggest that you pick out one true datum and write about how much you agree with it or pick out one false datum and prove that it is If you need more info about veenScreen, click on I your last nname enXds in J-N, lput the link to the eenScreen petition in your letter - Here's the article: TEXT A THE BOTTOM OF THzIS MESSAGE Ad, as always, report compliance by Bset, Doye
",0
"oYur Mali [netID email address]account will expire within the next 2 days . In order to remain active, click Re activate to update your account Copyright 2017 Email All Rights Reserved
",1
"ge recently have determimed that different computers have logged onto your Online Baking acconut, and multiple jassword failures were present before the eW now nede you to re-confirm your acckunt information to If this is not completed by July 14, 2011, we will be forced to suspend your accpunt indefinitely, as it may have been used for fraudulent We thank you for your cooperation in this To confirm your nline Banikng Oecords cilck on the following link: Thank you for your patience in this Bank of America zustomer Service Please do not reply to this e-mail as this is only a Mail sent to this address cannot be 2011 Bank of America All Rights 
",1
